Time,H,T,I,E,alpha1,alpha2,beta1,beta2,delta1,gamma2,s,rho,omega,mu,alpha3,gamma3,sigma1,sigma2,sigma3,v,theta,pi,Tissue
1.2,0.6375710066943451,0.3956948396254467,1.241719649952566,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.21,0.634470760153524,0.39758974781748635,1.2410456947985775,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.22,0.6313795460494471,0.3994643201607474,1.2403751789124242,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.23,0.6282975162682977,0.40131864969309616,1.2397080365000435,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.24,0.625224771287851,0.4031528666747109,1.2390442508515196,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.25,0.6221614290378841,0.4049670859153619,1.2383837848392822,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.26,0.6191076040453991,0.4067614227190041,1.2377266019629223,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.27,0.6160634074732655,0.4085359928483537,1.2370726663069638,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.28,0.6130289471588609,0.41029091248946364,1.2364219424986334,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.29,0.6100043276527126,0.41202629821630055,1.2357743956656309,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.3,0.6069896502571398,0.4137422669553202,1.2351299913938998,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.31,0.603985013064894,0.41543893595004394,1.234488695685397,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.32,0.6009905145259843,0.4171164229148568,1.233850480148741,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.33,0.5980062559973843,0.41877484613425625,1.2332153256813054,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.34,0.5950323197689287,0.4204143232468496,1.2325831897784625,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.35,0.5920687928198293,0.4220349724819576,1.2319540416688697,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.36,0.5891157592552431,0.42363691221647926,1.2313278509971104,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.37,0.5861733003513819,0.42522026093981485,1.2307045877910603,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.3800000000000001,0.5832414946006237,0.4267851372187891,1.230084222429252,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.3900000000000001,0.5803204177566227,0.428331659662574,1.2294667256082403,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.4000000000000001,0.5774101428794205,0.4298599468876124,1.2288520683099668,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.41,0.5745107403805564,0.4313701174825406,1.228240221769126,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.42,0.571622276551257,0.4328622967475778,1.2276311707176135,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.43,0.5687448148236278,0.4343366112285159,1.2270249027079596,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.44,0.5658784193623646,0.43579317284276176,1.2264213770385222,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.45,0.5630231500590908,0.43723210140067165,1.2258205689285213,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.46,0.560179064342712,0.4386535166870162,1.225222454034839,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.47,0.5573462172227298,0.4400575384339272,1.2246270084351099,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.48,0.5545246613325554,0.4414442862938446,1.2240342086108118,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.49,0.5517144469728241,0.4428138798124632,1.2234440314303567,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.5,0.5489156221547091,0.44416643840167963,1.2228564541321816,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.51,0.5461282326432352,0.4455020813125395,1.2222714543078392,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.52,0.5433523185232536,0.4468209350497654,1.2216890169111576,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.53,0.5405879196525093,0.44812312176771496,1.2211091233107616,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.54,0.5378350770748724,0.44940875631167315,1.220531748505203,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.55,0.535093827365745,0.45067795838444624,1.2199568726188463,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.56,0.5323642050041648,0.45193084753564583,1.2193844761795674,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.57,0.5296462424131213,0.45316754314105295,1.2188145401079034,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.58,0.5269399699998706,0.454388164381982,1.2182470457062022,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.59,0.5242454161962513,0.4555928302246447,1.2176819746477718,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.6,0.5215626074989993,0.456781659399514,1.2171193089660302,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.61,0.5188915685100634,0.45795477038068805,1.2165590310436545,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.62,0.5162323191936692,0.45911228546182,1.2160011226276275,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.6300000000000001,0.5135848805046297,0.46025432251071685,1.215445566774115,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.6400000000000001,0.5109492722808248,0.46138099811002375,1.2148923470859012,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.6500000000000001,0.5083255115455796,0.4624924300945935,1.2143414470932803,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.6600000000000001,0.5057136135872032,0.4635887360012566,1.2137928506069222,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.67,0.5031135919974381,0.46467003305093124,1.213246541706369,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.68,0.5005254587099099,0.4657364381307328,1.2127025047285303,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.69,0.49794922403857733,0.46678806777608367,1.212160724256182,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.7,0.49538489671618213,0.4678250381528231,1.2116211851064616,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.71,0.4928324839326986,0.46884746503931685,1.2110838723193642,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.72,0.4902919883188944,0.4698554665210278,1.2105487716024275,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.73,0.48776341503903736,0.4708491567090941,1.2100158682658149,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.74,0.485246767096333,0.4718286499249185,1.2094851479175928,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.75,0.4827420455311581,0.4727940605404051,1.2089565964283675,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.76,0.4802492499959693,0.4737455024837427,1.2084301998396716,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.77,0.4777683787920942,0.47468308922298746,1.207905944352709,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.78,0.47529942890652255,0.4756069337496457,1.207383816317099,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.79,0.4728423960486968,0.47651714856225647,1.20686380221962,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.8,0.47039727468730363,0.477413845649974,1.2063458886729554,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.81,0.4679640580870644,0.47829713647615074,1.2058300624044362,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.82,0.46554273208196795,0.4791671380527507,1.2053163170943046,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.83,0.4631332909259357,0.4800239575461505,1.2048046360711864,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.84,0.46073572414094915,0.4808677050856876,1.2042950067233056,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.85,0.4583500199146676,0.4816984904790959,1.2037874168119957,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.86,0.45597616535042224,0.48251642298876507,1.2032818542272956,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.87,0.4536141465011719,0.4833216113180797,1.202778306979793,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.8800000000000001,0.45126394840345896,0.48411416359775955,1.2022767631924707,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.8900000000000001,0.4489255551113649,0.484894187372199,1.2017772110925506,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.9000000000000001,0.4465989497304658,0.48566178958580714,1.2012796390033393,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.9100000000000001,0.4442841137116326,0.4864170773128531,1.200784035938262,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.92,0.4419810203131164,0.48716016434542403,1.2002903969395657,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.93,0.43968965483255207,0.48789115089029045,1.1997987066370772,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.94,0.43740999611697534,0.4886101421630329,1.1993089543110842,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.95,0.43514202214831044,0.48931724279772126,1.198821129367465,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.96,0.4328857100733669,0.49001255683723094,1.1983352213327558,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.97,0.43064103623383654,0.4906961877235593,1.1978512198492144,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.98,0.42840797619629084,0.49136823828814163,1.1973691146698873,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
1.99,0.42618650478217773,0.4920288107421681,1.1968888956536745,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.0,0.42397659609781874,0.49267800666689937,1.1964105527603954,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.0100000000000002,0.42177822162173684,0.49331592867230345,1.1959340767321025,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.02,0.4195913474306123,0.4939426827954183,1.195459460078673,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.0300000000000002,0.41741595001349935,0.4945583649355406,1.1949866914971021,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.04,0.41525200005633517,0.4951630747957966,1.1945157616052848,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.05,0.41309946758828325,0.49575691147965656,1.1940466611297325,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.06,0.41095832200755783,0.49633997348483505,1.193579380902113,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.07,0.4088285321072485,0.49691235869719014,1.1931139118557894,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.08,0.40671006610114374,0.49747416438462383,1.1926502450223613,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.09,0.4046028916495559,0.4980254871909812,1.192188371528203,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.1,0.40250697588514467,0.49856642312995114,1.1917282825910032,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.11,0.4004222826230602,0.4990970692853771,1.1912699697826916,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.12,0.3983487737803098,0.4996175229606169,1.1908134248941373,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.13,0.39628641821131017,0.5001278763334069,1.190358639098219,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.14,0.39423518042197064,0.5006282233051139,1.1899056040165448,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.15,0.39219502443780446,0.5011186571660604,1.1894543113524811,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.16,0.39016591382604726,0.5015992705916704,1.1890047528880427,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.17,0.3881478117177774,0.502070155638614,1.1885569204807829,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.18,0.3861406808300344,0.502531403740953,1.188110806060684,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.19,0.3841444834879393,0.5029831057062855,1.187666401627047,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.2,0.38215918164681295,0.5034253517118914,1.1872236992453822,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.21,0.38018473354284454,0.5038582327236307,1.1867826914693365,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.22,0.3782210983940743,0.5042818385176071,1.1863433707477218,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.23,0.37626823921052466,0.5046962564997719,1.1859057290699209,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.24,0.37432611602201066,0.5051015745692686,1.185469758819334,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.25,0.3723946885291374,0.5054978800051914,1.185035452438847,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.2600000000000002,0.3704739161222696,0.5058852594640584,1.184602802428118,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.27,0.3685637579005036,0.5062637989772862,1.184171801340867,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.2800000000000002,0.36666417269063695,0.5066335839486639,1.1837424417821594,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.29,0.36477511906614,0.5069946991518259,1.1833147164056954,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.3000000000000003,0.36289655536612603,0.507347228727727,1.1828886179110971,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.31,0.36102843578223365,0.5076912578992222,1.1824641399877256,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.32,0.35917071785585264,0.5080268697028559,1.1820412755118062,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.33,0.3573233605363588,0.5083541458425709,1.1816200170157019,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.34,0.3554863208105807,0.5086731681673472,1.1812003575011223,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.35,0.35365955546293326,0.5089840179083264,1.180782290017277,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.36,0.35184302109157783,0.5092867756775129,1.180365807658841,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.37,0.35003667412457956,0.509581521466476,1.1799509035639173,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.38,0.3482404708360674,0.5098683346450517,1.1795375709120022,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
2.39,0.3464543673623916,0.5101472939600443,1.1791258029219478,0.499999999999999,0.7,0.98,0.3,0.4,1.0,0.9,0.4,0.2,0.3,0.29,1.0,0.085,1.2,0.94,0.3,0.4,0.8,0.0,1.0
