project_id,abstract,citation,doi,paper_url,runid,title
modeldb-58172,"
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper discusses the cellular consequences of mutations in the HERG gene, which can lead to a disorder known as long QT syndrome (LQTS) and ultimately, sudden cardiac death. The authors highlight the role of HERG channels in regulating the electrical activity of the heart, and how mutations in the gene can disrupt this process. They also discuss the underlying mechanisms behind LQTS, including alterations in ion channel function and cellular signaling. The paper concludes with a discussion of potential therapeutic strategies for managing LQTS, including pharmacological interventions and gene therapy.","Clancy CE & Rudy Y. Cellular consequences of HERG mutations in the long QT syndrome: precursors to sudden cardiac death. Cardiovascular Research 50, 2: 301-313 (2001).",10.1016/s0008-6363(00)00293-5,http://identifiers.org/doi:10.1016/s0008-6363(00)00293-5,621d4298d8a14a834cbf3da1, Cellular consequences of HERG mutations in the long QT syndrome: precursors to sudden cardiac death
modeldb-76879,"Coupled nonlinear differential equations are derived for the dynamics of spatially localized populations containing both excitatory and inhibitory model neurons. Phase plane methods and numerical solutions are then used to investigate population responses to various types of stimuli. The results obtained show simple and multiple hysteresis phenomena and limit cycle activity. The latter is particularly interesting since the frequency of the limit cycle oscillation is found to be a monotonic function of stimulus intensity. Finally, it is proved that the existence of limit cycle dynamics in response to one class of stimuli implies the existence of multiple stable states and hysteresis in response to a different class of stimuli. The relation between these findings and a number of experiments is discussed.","Hugh R. Wilson & Jack D. Cowan. Excitatory and inhibitory interactions in localized populations of model neurons. Biophysical Journal 12, 1: 1-24 (1972).",10.1016/S0006-3495(72)86068-5,http://identifiers.org/doi:10.1016/S0006-3495(72)86068-5,621d429ed8a14a834cbf3dba, Excitatory and inhibitory interactions in localized populations of model neurons
modeldb-58581,"BACKGROUND: The role of I(Ks), the slow delayed rectifier K(+) current, in cardiac ventricular repolarization has been a subject of debate. METHODS AND RESULTS: We develop a detailed Markov model of I(Ks) and its α-subunit KCNQ1 and examine their kinetic properties during the cardiac ventricular action potential at different rates. We observe that interaction between KCNQ1 and KCNE1 (the β-subunit) confers kinetic properties on I(Ks) that make it suitable for participation in action potential repolarization and its adaptation to rate changes; in particular, the channel develops an available reserve of closed states near the open state that can open rapidly on demand. CONCLUSIONS: Because of its ability to form an available reserve, I(Ks) can function as a repolarization reserve when I(Kr), the rapid delayed rectifier, is reduced by disease or drug and can prevent excessive action potential prolongation and development of arrhythmogenic early afterdepolarizations.","Jonathan Silva & Yoram Rudy. Subunit interaction determines IKs participation in cardiac repolarization and repolarization reserve. Circulation 112, 10: 1384-1391 (2005).",10.1161/CIRCULATIONAHA.105.543306,http://identifiers.org/doi:10.1161/CIRCULATIONAHA.105.543306,621d429ab50991044c79accf, Subunit interaction determines IKs participation in cardiac repolarization and repolarization reserve
modeldb-62272,"
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper by Sheng-Nan Wu & Han-Dong Chang reports that the chemical compound diethyl pyrocarbonate (DEPC), which is known to modify histidine residues in proteins, can directly stimulate the activity of ATP-sensitive potassium channels in pituitary GH(3) cells. The researchers used electrophysiological and biochemical techniques to demonstrate the effects of DEPC on the potassium channels, and propose that it may be a useful tool for studying the regulation of these channels in other cell types.","Sheng-Nan Wu & Han-Dong Chang. Diethyl pyrocarbonate, a histidine-modifying agent, directly stimulates activity of ATP-sensitive potassium channels in pituitary GH(3) cells. Biochemical Pharmacology 71, 5: 615-623 (2006).",10.1016/j.bcp.2005.11.016,http://identifiers.org/doi:10.1016/j.bcp.2005.11.016,621d429bb50991044c79acd2," Diethyl pyrocarbonate, a histidine-modifying agent, directly stimulates activity of ATP-sensitive potassium channels in pituitary GH(3) cells"
modeldb-87762,"
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper explores the relationship between glucose levels and neuronal excitability in the hippocampus, and the role of ATP-sensitive potassium channels in this relationship. The study suggests that low glucose levels may enhance neuronal excitability by suppressing the ATP-sensitive potassium channels. This has potential implications in understanding the mechanisms of glucose regulation in the brain, and how disturbances in glucose metabolism may contribute to neurological disorders.","Chin-Wei Huang, Chao-Ching Huang, Juei-Tang Cheng, Jing-Jane Tsai & Sheng-Nan Wu. Glucose and hippocampal neuronal excitability: role of ATP-sensitive potassium channels. Journal of Neuroscience Research 85, 7: 1468-1477 (2007).",10.1002/jnr.21284,http://identifiers.org/doi:10.1002/jnr.21284,621d42a187550e369891ba5d, Glucose and hippocampal neuronal excitability: role of ATP-sensitive potassium channels
modeldb-136773,"In these companion papers, we study how the interrelated dynamics of sodium and potassium affect the excitability of neurons, the occurrence of seizures, and the stability of persistent states of activity. In this first paper, we construct a mathematical model consisting of a single conductance-based neuron together with intra- and extracellular ion concentration dynamics. We formulate a reduction of this model that permits a detailed bifurcation analysis, and show that the reduced model is a reasonable approximation of the full model. We find that competition between intrinsic neuronal currents, sodium-potassium pumps, glia, and diffusion can produce very slow and large-amplitude oscillations in ion concentrations similar to what is seen physiologically in seizures. Using the reduced model, we identify the dynamical mechanisms that give rise to these phenomena. These models reveal several experimentally testable predictions. Our work emphasizes the critical role of ion concentration homeostasis in the proper functioning of neurons, and points to important fundamental processes that may underlie pathological states such as epilepsy.","John R. Cressman, Ghanim Ullah, Jokubas Ziburkus, Steven J. Schiff & Ernest Barreto. The influence of sodium and potassium dynamics on excitability, seizures, and the stability of persistent states: I. Single neuron dynamics. Journal of Computational Neuroscience 26, 2: 159-170 (2009).",10.1007/s10827-008-0132-4,http://identifiers.org/doi:10.1007/s10827-008-0132-4,621d42aad8a14a834cbf3dfc," The influence of sodium and potassium dynamics on excitability, seizures, and the stability of persistent states: I"
modeldb-83575,"
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper discusses a computational model of the interactions between electrical activity and second-messenger cascades in the Aplysia neuron R15. It describes the impact of different drug treatments and stimulation protocols on the neuron's behavior, and provides insights into the cellular mechanisms underlying plasticity and learning. The study highlights the importance of taking into account both electrical and biochemical signaling pathways when examining neural function, and demonstrates the potential of computational modeling for understanding complex neural systems.","Xintian Yu, John H. Byrne & Douglas A. Baxter. Modeling interactions between electrical activity and second-messenger cascades in Aplysia neuron R15. Journal of Neurophysiology 91, 5: 2297-2311 (2004).",10.1152/jn.00787.2003,http://identifiers.org/doi:10.1152/jn.00787.2003,621d42a0b50991044c79ace8, Modeling interactions between electrical activity and second-messenger cascades in Aplysia neuron R15
modeldb-114450,"
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper explores the effects of oxcarbazepine, a drug used to treat epilepsy and mood disorders, on voltage-gated sodium and potassium currents in neuronal cells. It suggests that oxcarbazepine has synergistic inhibitory actions on both currents, which may contribute to its therapeutic effects. The study was conducted on differentiated NG108-15 neuronal cells and model neurons.","Chin-Wei Huang, Chao-Ching Huang, Ming-Wei Lin, Jing-Jane Tsai & Sheng-Nan Wu. The synergistic inhibitory actions of oxcarbazepine on voltage-gated sodium and potassium currents in differentiated NG108-15 neuronal cells and model neurons. The International Journal of Neuropsychopharmacology 11, 5 (2008).",10.1017/S1461145707008346,http://identifiers.org/doi:10.1017/S1461145707008346,621d42a487550e369891ba6b, The synergistic inhibitory actions of oxcarbazepine on voltage-gated sodium and potassium currents in differentiated NG108-15 neuronal cells and model neurons
modeldb-64171,"
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper by C H Luo & Y Rudy presents a computational model of the ventricular cardiac action potential, which describes the electrical activity of cardiac cells. The model incorporates the depolarization and repolarization phases of the action potential, as well as their interaction. It accounts for the behavior of ion channels and pumps on the cellular membrane, which regulate the flow of ions in and out of the cell. The model can simulate the effects of genetic mutations and drug interventions on the action potential, making it a useful tool for investigating the mechanisms of arrhythmias and drug responses. Overall, the paper provides a comprehensive framework for understanding the complex dynamics of cardiac electrophysiology.","C H Luo & Y Rudy. A model of the ventricular cardiac action potential. Depolarization, repolarization, and their interaction. Circulation Research 68, 6: 1501-1526 (1991).",10.1161/01.res.68.6.1501,http://identifiers.org/doi:10.1161/01.res.68.6.1501,621d429db50991044c79acda, A model of the ventricular cardiac action potential
modeldb-62287,"
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper discusses the role of the calcium-independent transient outward current, known as I(to1), in shaping the morphology and duration of action potentials in cardiac cells. The study found that the activation and inactivation kinetics of I(to1) play an important role in determining action potential duration and repolarization. They also found that modulation of I(to1) can result in altered action potential morphology, suggesting that this current is an important regulator of cardiac electrical activity.","Joseph L. Greenstein, Richard Wu, Sunny Po, Gordon F. Tomaselli & Raimond L. Winslow. Role of the calcium-independent transient outward current I(to1) in shaping action potential morphology and duration. Circulation Research 87, 11: 1026-1033 (2000).",10.1161/01.res.87.11.1026,http://identifiers.org/doi:10.1161/01.res.87.11.1026,621d429bd8a14a834cbf3dad, Role of the calcium-independent transient outward current I(to1) in shaping action potential morphology and duration
modeldb-114108,"
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper presents experimental and theoretical studies on the contribution of the slowly inactivating potassium current to delayed firing of action potentials in NG108-15 neuronal cells. The authors found that the slowly inactivating potassium current significantly contributes to the delayed firing of action potentials in these cells, and developed a mathematical model to explain this phenomenon. The study suggests that the slowly inactivating potassium current may play an important role in the regulation of neuronal excitability.","Sheng-Nan Wu, Bing-Shuo Chen, Ming-Wei Lin & Yen-Chin Liu. Contribution of slowly inactivating potassium current to delayed firing of action potentials in NG108-15 neuronal cells: experimental and theoretical studies. Journal of Theoretical Biology 252, 4: 711-721 (2008).",10.1016/j.jtbi.2008.01.031,http://identifiers.org/doi:10.1016/j.jtbi.2008.01.031,621d42a3d8a14a834cbf3dd6, Contribution of slowly inactivating potassium current to delayed firing of action potentials in NG108-15 neuronal cells: experimental and theoretical studies
modeldb-62676,"
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper proposes a mathematical model to investigate the role of individual ionic current systems in the functioning of ventricular cells in the heart. Through simulations of the model, the authors identify the specific contributions of different ion channels and currents to the electrical activity of the cells, and suggest potential implications for arrhythmias and other cardiac disorders.","Satoshi Matsuoka, Nobuaki Sarai, Shinobu Kuratomi, Kyoichi Ono & Akinori Noma. Role of individual ionic current systems in ventricular cells hypothesized by a model study. The Japanese Journal of Physiology 53, 2: 105-123 (2003).",10.2170/jjphysiol.53.105,http://identifiers.org/doi:10.2170/jjphysiol.53.105,621d429d87550e369891ba48, Role of individual ionic current systems in ventricular cells hypothesized by a model study
modeldb-58199,"
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper presents a mathematical model of signal-induced calcium ion (Ca2+) oscillations in living cells. The model is based on the Ca2+-induced Ca2+ release mechanism, which explains how an initial Ca2+ signal can trigger a self-sustained series of Ca2+ spikes. The authors describe the properties of the model and how it can account for experimental observations of Ca2+ oscillations in cell types such as pancreatic β-cells, hepatocytes, and neurons. They also discuss the role of various factors in shaping the frequency, amplitude, and duration of Ca2+ oscillations, including the rate constants of key enzymes, the buffering capacity of intracellular Ca2+ pools, and the sensitivity of Ca2+ channels to feedback inhibition. Overall, the paper provides insight into the complex dynamics of Ca2+ signaling in cells and offers a framework for understanding how Ca2+ oscillations can fulfill specific physiological functions.","G. Dupont, M.J. Berridge & A. Goldbeter. Signal-induced Ca2+ oscillations: properties of a model based on Ca(2+)-induced Ca2+ release. Cell Calcium 12, 2-3: 73-85 (1991).",10.1016/0143-4160(91)90010-c,http://identifiers.org/doi:10.1016/0143-4160(91)90010-c,621d4299d8a14a834cbf3da6, Signal-induced Ca2+ oscillations: properties of a model based on Ca(2+)-induced Ca2+ release
modeldb-62661,"BACKGROUND: Complex physiological interactions determine the functional consequences of gene abnormalities and make mechanistic interpretation of phenotypes extremely difficult. A recent example is a single mutation in the C terminus of the cardiac Na(+) channel, 1795insD. The mutation causes two distinct clinical syndromes, long QT (LQT) and Brugada, leading to life-threatening cardiac arrhythmias. Coexistence of these syndromes is seemingly paradoxical; LQT is associated with enhanced Na(+) channel function, and Brugada with reduced function. METHODS AND RESULTS: Using a computational approach, we demonstrate that the 1795insD mutation exerts variable effects depending on the myocardial substrate. We develop Markov models of the wild-type and 1795insD cardiac Na(+) channels. By incorporating the models into a virtual transgenic cell, we elucidate the mechanism by which 1795insD differentially disrupts cellular electrical behavior in epicardial and midmyocardial cell types. We provide a cellular mechanistic basis for the ECG abnormalities observed in patients carrying the 1795insD gene mutation. CONCLUSIONS: We demonstrate that the 1795insD mutation can cause both LQT and Brugada syndromes through interaction with the heterogeneous myocardium in a rate-dependent manner. The results highlight the complexity and multiplicity of genotype-phenotype relationships, and the usefulness of computational approaches in establishing a mechanistic link between genetic defects and functional abnormalities.","Colleen E. Clancy & Yoram Rudy. Na(+) channel mutation that causes both Brugada and long-QT syndrome phenotypes: a simulation study of mechanism. Circulation 105, 10: 1208-1213 (2002).",10.1161/hc1002.105183,http://identifiers.org/doi:10.1161/hc1002.105183,621d429cd8a14a834cbf3db0, Na(+) channel mutation that causes both Brugada and long-QT syndrome phenotypes: a simulation study of mechanism
modeldb-84606,"
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper reports on a study of the effect of zonisamide, a newer antiepileptic drug, on large-conductance calcium-activated potassium (BK) channels in a type of brain cell called H19-7 cells. The results suggest that zonisamide can activate these channels, which may contribute to its therapeutic effects in treating epilepsy.","Chin-Wei Huang, Chao-Ching Huang & Sheng-Nan Wu. Activation by zonisamide, a newer antiepileptic drug, of large-conductance calcium-activated potassium channel in differentiated hippocampal neuron-derived H19-7 cells. Journal of Pharmacology and Experimental Therapeutics 321, 1: 98-106 (2007).",10.1124/jpet.106.116954,http://identifiers.org/doi:10.1124/jpet.106.116954,621d42a087550e369891ba58," Activation by zonisamide, a newer antiepileptic drug, of large-conductance calcium-activated potassium channel in differentiated hippocampal neuron-derived H19-7 cells"
modeldb-125683,"
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper presents a mathematical model for pacemaker activity in the neurons of a snail called Helix pomatia. The model incorporates deterministic chaos, which allows for irregular, unpredictable behavior in the firing of the neurons. The researchers analyze the behavior of the model and compare it to experimental data from snail neurons. They find that the model accurately reproduces the observed bursting patterns in the neurons, demonstrating the importance of chaotic dynamics in understanding neuronal activity.","Alexander O. Komendantov & Nikolai I. Kononenko. Deterministic chaos in mathematical model of pacemaker activity in bursting neurons of snail, Helix pomatia. Journal of Theoretical Biology 183, 2: 219-230 (1996).",10.1006/jtbi.1996.0215,http://identifiers.org/doi:10.1006/jtbi.1996.0215,621d42a987550e369891ba8b," Deterministic chaos in mathematical model of pacemaker activity in bursting neurons of snail, Helix pomatia"
modeldb-114424,"
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper presents a computational model of neuronal oscillations in the lamprey central pattern generator (CPG) circuit, which is responsible for generating rhythmic movements like swimming. The model is constrained by experimental data and simulates how the activity of NMDA receptors contributes to the generation of oscillations in CPG neurons. The authors compare model predictions to experimental data and find that the model accurately captures the observed oscillatory behavior. This study provides insights into the underlying biological mechanisms of rhythmic movements and may inform the development of therapies for movement disorders.","Mikael Huss, Di Wang, Camilla Trané, Martin Wikström & Jeanette Hellgren Kotaleski. An experimentally constrained computational model of NMDA oscillations in lamprey CPG neurons. Journal of Computational Neuroscience 25, 1: 108-121 (2008).",10.1007/s10827-007-0067-1,http://identifiers.org/doi:10.1007/s10827-007-0067-1,621d42a4b50991044c79acfb, An experimentally constrained computational model of NMDA oscillations in lamprey CPG neurons
modeldb-127355,"
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper presents a modeling study that predicts the presence of voltage gated calcium channels on myelinated central axons. The study is conducted using computer methods and programs in biomedicine. The findings suggest that these channels could play an important role in regulating calcium dynamics and signal propagation within the nervous system.","Angus M Brown. A modeling study predicts the presence of voltage gated Ca2+ channels on myelinated central axons. Computer Methods and Programs in Biomedicine 71, 1: 25-31 (2003).",10.1016/s0169-2607(02)00031-7,http://identifiers.org/doi:10.1016/s0169-2607(02)00031-7,621d42a987550e369891ba92, A modeling study predicts the presence of voltage gated Ca2+ channels on myelinated central axons
modeldb-66268,"
Abstract not found in PubMed. The following is obtained from ChatGPT.

This paper is a combined experimental and modeling study that investigates the contribution of two types of ion channels, the persistent Na+ current and the M-type K+ current, to somatic bursting in CA1 pyramidal cells. The authors found that both of these currents play an important role in generating bursts of action potentials in these cells, and developed a model to simulate their behavior. They also analyzed the effects of various pharmacological interventions on the activity of these ion channels, providing insights into potential therapeutic targets for neurological disorders.","David Golomb, Cuiyong Yue & Yoel Yaari. Contribution of persistent Na+ current and M-type K+ current to somatic bursting in CA1 pyramidal cells: combined experimental and modeling study. Journal of Neurophysiology 96, 4: 1912-1926 (2006).",10.1152/jn.00205.2006,http://identifiers.org/doi:10.1152/jn.00205.2006,621d429ed8a14a834cbf3db7, Contribution of persistent Na+ current and M-type K+ current to somatic bursting in CA1 pyramidal cells: combined experimental and modeling study
modeldb-111877,"The gating kinetics of a Ca2+-activated K+ channel from adult rat muscle plasma membrane are studied in artificial planar bilayers. Analysis of single-channel fluctuations distinguishes two Ca2+- and voltage-dependent processes: (a) short-lived channel closure (less than 1 ms) events appearing in a bursting pattern; (b) opening and closing events ranging from one to several hundred milliseconds in duration. The latter process is studied independently of the first and is denoted as the primary gating mode. At constant voltage, the mean open time of the primary gating mode is a linear function of the [Ca2+], whereas the mean closed time is a linear function of the reciprocal [Ca2+]. In the limits of zero and infinite [Ca2+], the mean open and the mean closed times are, respectively, independent of voltage. These results are predicted by a kinetic scheme consisting of the following reaction steps: (a) binding of Ca2+ to a closed state; (b) channel opening; (c) binding of a second Ca2+ ion. In this scheme, the two Ca2+ binding reactions are voltage dependent, whereas the open-closed transition is voltage independent. The kinetic constant derived for this scheme gives an accurate theoretical fit to the observed equilibrium open-state probability. The results provide evidence for a novel regulatory mechanism for the activity of an ion channel: modulation by voltage of the binding of an agonist molecule, in this case, Ca2+ ion.","E Moczydlowski & R Latorre. Gating kinetics of Ca2+-activated K+ channels from rat muscle incorporated into planar lipid bilayers. Evidence for two voltage-dependent Ca2+ binding reactions. Journal of General Physiology 82, 4: 511-542 (1983).",10.1085/jgp.82.4.511,http://identifiers.org/doi:10.1085/jgp.82.4.511,621d42a2b50991044c79aced, Gating kinetics of Ca2+-activated K+ channels from rat muscle incorporated into planar lipid bilayers
modeldb-125529,"The three-phase respiratory pattern observed during normal breathing changes with alterations in metabolic or physiological conditions. A recent study using in situ perfused rat brain preparations demonstrated a reorganization of the respiratory pattern with sequential reduction of the brain stem respiratory network. Specifically, with removal of the pons, the normal three-phase pattern transformed to a two-phase inspiratory–expiratory pattern and, with more caudal transections, to one-phase, intrinsically generated inspiratory oscillations. A minimal neural network proposed to reproduce these transformations includes 1) a ringlike mutually inhibitory network composed of the postinspiratory, augmenting expiratory, and early-inspiratory neurons and 2) an excitatory preinspiratory neuron, with persistent sodium current (I(NaP))-dependent intrinsic bursting properties, that dynamically participates in the expiratory–inspiratory phase transition and inspiratory phase generation. We used activity-based single-neuron models and applied numerical simulations, bifurcation methods, and fast–slow decomposition to describe the behavior of this network in the functional states corresponding to the three-, two-, and one-phase oscillatory regimes, as well as to analyze the transitions between states and between respiratory phases within each state. We demonstrate that, although I(NaP) is not necessary for the generation of three- and two-phase oscillations, it contributes to control of the oscillation period in each state. We also show that the transitions between states can be produced by progressive changes of drives to particular neurons and proceed through intermediate regimes, featuring high-amplitude late-expiratory and biphasic-expiratory activities or ectopic burst generation. Our results provide important insights for understanding the state-dependent mechanisms for respiratory rhythm generation and control.","Jonathan E. Rubin, Natalia A. Shevtsova, G. Bard Ermentrout, Jeffrey C. Smith & Ilya A. Rybak. Multiple rhythmic states in a model of the respiratory central pattern generator. Journal of Neurophysiology 101, 4: 2146-2165 (2009).",10.1152/jn.90958.2008,http://identifiers.org/doi:10.1152/jn.90958.2008,621d42a8b50991044c79ad10, Multiple rhythmic states in a model of the respiratory central pattern generator
modeldb-142630,"We describe a simple conductance-based model neuron that includes intra- and extracellular ion concentration dynamics and show that this model exhibits periodic bursting. The bursting arises as the fast-spiking behavior of the neuron is modulated by the slow oscillatory behavior in the ion concentration variables and vice versa. By separating these time scales and studying the bifurcation structure of the neuron, we catalog several qualitatively different bursting profiles that are strikingly similar to those seen in experimental preparations. Our work suggests that ion concentration dynamics may play an important role in modulating neuronal excitability in real biological systems.","Ernest Barreto & John R. Cressman. Ion concentration dynamics as a mechanism for neuronal bursting. Journal of Biological Physics 37, 3: 361-373 (2011).",10.1007/s10867-010-9212-6,http://identifiers.org/doi:10.1007/s10867-010-9212-6,621d42ac87550e369891baa5, Ion concentration dynamics as a mechanism for neuronal bursting
modeldb-143253,"
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper investigates the effects of Eugenol, a natural compound found in clove oil, on neuronal ionic currents and hyperexcitability in the central nervous system. The study uses patch-clamp recordings and computational modeling techniques to analyze the effects of Eugenol on several types of neurons. The results suggest that Eugenol can modulate ion channels in a concentration-dependent manner and has the potential to be developed as a therapeutic agent for neurological disorders associated with hyperexcitability.","Chin-Wei Huang, Julie Chi Chow, Jing-Jane Tsai & Sheng-Nan Wu. Characterizing the effects of Eugenol on neuronal ionic currents and hyperexcitability. Psychopharmacology 221, 4: 575-587 (2012).",10.1007/s00213-011-2603-y,http://identifiers.org/doi:10.1007/s00213-011-2603-y,621d42adb50991044c79ad32, Characterizing the effects of Eugenol on neuronal ionic currents and hyperexcitability
modeldb-112836,"
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper investigates the effects of acupuncture manipulations on the interspike intervals (ISIs) in a Hodgkin-Huxley model. The authors find that certain acupuncture manipulations can decrease the mean and variance of ISIs, which could potentially improve the therapeutic effects of acupuncture. They suggest that future research should focus on the relationship between specific acupuncture techniques and their effects on the nervous system.","Jiang Wang, Wenjie Si, Yanqiu Che & Xiangyang Fei. Spike trains in Hodgkin–Huxley model and ISIs of acupuncture manipulations. Chaos, Solitons & Fractals 36, 4: 890-900 (2008).",10.1016/j.chaos.2006.07.010,http://identifiers.org/doi:10.1016/j.chaos.2006.07.010,621d42a387550e369891ba64, Spike trains in Hodgkin–Huxley model and ISIs of acupuncture manipulations
modeldb-137263,"
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper investigates how a specific type of ion channel, known as transient receptor potential-like current, affects the firing patterns of action potentials in a Hodgkin-Huxley neuron under sinusoidal voltage conditions. The study found that this ion channel can modulate the frequency and amplitude of action potentials in and potentially play a role in neuronal signaling.","Chen BS, Lo YC, Lius YC & Wu SN. Effects of transient receptor potential-like current on the firing pattern of action potentials in the Hodgkin-Huxley neuron during exposure to sinusoidal external voltage. The Chinese Journal of Physiology 53, 6: 423-429 (2010).",10.4077/cjp.2010.amm026,http://identifiers.org/doi:10.4077/cjp.2010.amm026,621d42aa87550e369891ba9b, Effects of transient receptor potential-like current on the firing pattern of action potentials in the Hodgkin-Huxley neuron during exposure to sinusoidal external voltage
modeldb-189344,"We study evoked calcium dynamics in astrocytes, a major cell type in the mammalian brain. Experimental evidence has shown that such dynamics are highly variable between different trials, cells, and cell subcompartments. Here we present a qualitative analysis of a recent mathematical model of astrocyte calcium responses. We show how the major response types are generated in the model as a result of the underlying bifurcation structure. By varying key channel parameters, mimicking blockers used by experimentalists, we manipulate this underlying bifurcation structure and predict how the distributions of responses can change. We find that store-operated calcium channels, plasma membrane bound channels with little activity during calcium transients, have a surprisingly strong effect, underscoring the importance of considering these channels in both experiments and mathematical settings. Variation in the maximum flow in different calcium channels is also shown to determine the range of stable oscillations, as well as set the range of frequencies of the oscillations. Further, by conducting a randomized search through the parameter space and recording the resulting calcium responses, we create a database that can be used by experimentalists to help estimate the underlying channel distribution of their cells.","Gregory Handy, Marsa Taheri, John A. White & Alla Borisyuk. Mathematical investigation of IP<sub>3</sub>-dependent calcium dynamics in astrocytes. Journal of Computational Neuroscience 42, 3: 257-273 (2017).",10.1007/s10827-017-0640-1,http://identifiers.org/doi:10.1007/s10827-017-0640-1,621d42b687550e369891bb60, Mathematical investigation of IP<sub>3</sub>-dependent calcium dynamics in astrocytes
modeldb-143072,"Neurons rely on action potentials, or spikes, to relay information. Pathological changes in spike generation likely contribute to certain enigmatic features of neurological disease, like paroxysmal attacks of pain and muscle spasm. Paroxysmal symptoms are characterized by abrupt onset and short duration, and are associated with abnormal spiking although the exact pathophysiology remains unclear. To help decipher the biophysical basis for ‘paroxysmal’ spiking, we replicated afterdischarge (i.e. continued spiking after a brief stimulus) in a minimal conductance-based axon model. We then applied nonlinear dynamical analysis to explain the dynamical basis for initiation and termination of afterdischarge. A perturbation could abruptly switch the system between two (quasi-)stable attractor states: rest and repetitive spiking. This bistability was a consequence of slow positive feedback mediated by persistent inward current. Initiation of afterdischarge was explained by activation of the persistent inward current forcing the system to cross a saddle point that separates the basins of attraction associated with each attractor. Termination of afterdischarge was explained by the attractor associated with repetitive spiking being destroyed. This occurred when ultra-slow negative feedback, such as intracellular sodium accumulation, caused the saddle point and stable limit cycle to collide; in that regard, the active attractor is not truly stable when the slowest dynamics are taken into account. The model also explains other features of paroxysmal symptoms, including temporal summation and refractoriness.","Jay S Coggan, Gabriel K Ocker, Terrence J Sejnowski & Steven A Prescott. Explaining pathological changes in axonal excitability through dynamical analysis of conductance-based models. Journal of Neural Engineering 8, 6: 065002 (2011).",10.1088/1741-2560/8/6/065002,http://identifiers.org/doi:10.1088/1741-2560/8/6/065002,621d42acd8a14a834cbf3e0d, Explaining pathological changes in axonal excitability through dynamical analysis of conductance-based models
modeldb-147748,"
Abstract not found in PubMed. The following is obtained from ChatGPT.

The paper presents a mathematical model of the sleep/wake cycle, which includes interactions between the circadian rhythm, homeostatic sleep drive, and external stimuli. The model is based on a system of differential equations and simulations show that it can reproduce various features of human sleep, such as sleep onset, duration, and timing. The authors suggest that the model could be used to study the effects of different interventions on the sleep/wake cycle and to develop personalized treatment strategies for sleep disorders.","Michael J. Rempe, Janet Best & David Terman. A mathematical model of the sleep/wake cycle. Journal of Mathematical Biology 60, 5: 615-644 (2010).",10.1007/s00285-009-0276-5,http://identifiers.org/doi:10.1007/s00285-009-0276-5,621d42aed8a14a834cbf3e20, A mathematical model of the sleep/wake cycle
modeldb-206380,"In the ventral tegmental area (VTA), interactions between dopamine (DA) and γ-aminobutyric acid (GABA) neurons are critical for regulating DA neuron activity and thus DA efflux. To provide a mechanistic explanation of how GABA neurons influence DA neuron firing, we developed a circuit model of the VTA. The model is based on feed-forward inhibition and recreates canonical features of the VTA neurons. Simulations revealed that γ-aminobutyric acid (GABA) receptor (GABAR) stimulation can differentially influence the firing pattern of the DA neuron, depending on the level of synchronization among GABA neurons. Asynchronous activity of GABA neurons provides a constant level of inhibition to the DA neuron and, when removed, produces a classical disinhibition burst. In contrast, when GABA neurons are synchronized by common synaptic input, their influence evokes additional spikes in the DA neuron, resulting in increased measures of firing and bursting. Distinct from previous mechanisms, the increases were not based on lowered firing rate of the GABA neurons or weaker hyperpolarization by the GABAR synaptic current. This phenomenon was induced by GABA-mediated hyperpolarization of the DA neuron that leads to decreases in intracellular calcium (Ca(2+)) concentration, thus reducing the Ca(2+)-dependent potassium (K(+)) current. In this way, the GABA-mediated hyperpolarization replaces Ca(2+)-dependent K(+) current; however, this inhibition is pulsatile, which allows the DA neuron to fire during the rhythmic pauses in inhibition. Our results emphasize the importance of inhibition in the VTA, which has been discussed in many studies, and suggest a novel mechanism whereby computations can occur locally.","Ekaterina O. Morozova, Maxym Myroshnychenko, Denis Zakharov, Matteo di Volo, Boris Gutkin, Christopher C. Lapish & Alexey Kuznetsov. Contribution of synchronized GABAergic neurons to dopaminergic neuron firing and bursting. Journal of Neurophysiology 116, 4: 1900-1923 (2016).",10.1152/jn.00232.2016,http://identifiers.org/doi:10.1152/jn.00232.2016,621d42ba87550e369891bb99, Contribution of synchronized GABAergic neurons to dopaminergic neuron firing and bursting
